School ID,Name of School,Street Address,City,State,ZIP Code,Phone Number,Network,NWEA: % Above Nat'l Avg Score - All Grades - Reading,NWEA: % Above Nat'l Avg Score - All Grades - Math,NWEA: % Above Nat'l Avg Growth - All Grades - Reading,NWEA: % Above Nat'l Avg Growth - All Grades - Math,ISAT: % Meets/Exceeds - 3rd Grade - Reading,ISAT: % Meets/Exceeds - 5th Grade - Reading/Math Composite,Bilingual %,SpED %,"Free/Reduced
 Lunch %",White %,African American %,Hispanic %,CPS Performance Policy Level,CPS Performance Policy Status,"My Voice, My School Overall Rating",Involved Family,Effective Leaders,Safe,Quality of Facilities,NWEA Reading Growth Percentile All Grades,NWEA Math Growth Percentile All Grades,NWEA Reading Attainment Percentile All Grades,NWEA Math Attainment Percentile All Grades,Suspensions Per 100 students 2013,Percentage Misconducts Resulting in Suspension 2013,Average Length of Suspensions 2013,Student Attendance Percentage 2013,One-Year Drop Out Rate Percentage 2013,Community School
610315,Edward White Elementary Career Academy,1136 W 122nd St,Chicago,IL,60643,(773) 535-5672,Network 13,37%,11%,61%,68%,31%,38%,0.00%,13.10%,98.40%,0%,98%,1%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,STRONG,NEUTRAL,47,38,30,8,14.9,57.10%,1.9,94.40%,,No
610316,Amelia Earhart Options for Knowledge ES,1710 E 93rd St,Chicago,IL,60617,(773) 535-6416,Network 12,63%,59%,63%,68%,66%,75%,0.00%,8.40%,74.90%,0%,98%,0%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,85,73,69,63,13.5,55.90%,1.8,96.80%,,No
610317,Brighton Park Elementary School,3825 S Washtenaw Ave,Chicago,IL,60632,(773) 535-7237,Network 8,42%,48%,60%,71%,41%,47%,39.10%,9.80%,98.70%,2%,1%,96%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,43,94,27,57,6.9,93.60%,2,95.60%,,No
610319,Evergreen Academy Middle School,3537 S Paulina St,Chicago,IL,60609,(773) 535-4836,Network 8,46%,37%,67%,65%,-,-,13.90%,13.90%,94.30%,3%,2%,91%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NEUTRAL,84,59,47,34,3,70.60%,4.2,95.80%,,No
610321,Thurgood Marshall Middle School,3900 N Lawndale Ave,Chicago,IL,60618,(773) 534-5200,Network 1,38%,38%,61%,71%,-,-,20.00%,17.50%,96.70%,5%,4%,86%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,43,95,22,33,55.7,43.80%,2.5,91.50%,,No
610325,Logandale Middle School,3212 W George St,Chicago,IL,60618,(773) 534-5350,Network 4,25%,33%,52%,82%,33%,37%,37.10%,9.70%,95.90%,2%,5%,91%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL,3,99,7,28,14.1,40.70%,1.7,94.40%,,No
610329,Orozco Fine Arts & Sciences Elementary School,1940 W 18th St,Chicago,IL,60608,(773) 534-7215,Network 7,63%,59%,66%,70%,83%,97%,28.70%,9.30%,97.10%,1%,1%,96%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,93,92,74,72,8.3,77.30%,2.2,96.70%,,No
610339,Amos Alonzo Stagg Elementary School,7424 S Morgan St,Chicago,IL,60621,(773) 535-3565,AUSL,24%,24%,70%,77%,28%,21%,0.20%,14.60%,98.10%,0%,99%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,68,99,2,6,63,79.40%,2.2,93.20%,,No
610342,Albert R Sabin Elementary Magnet School,2216 W Hirsch St,Chicago,IL,60622,(773) 534-4491,Network 5,38%,47%,66%,76%,43%,61%,17.70%,11.20%,90.70%,1%,16%,79%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,VERY STRONG,NEUTRAL,87,99,30,49,9.3,39%,1.9,94.60%,,No
610345,Carter G Woodson South Elementary School,4414 S Evans,Chicago,IL,60653,(773) 535-1280,Network 9,18%,15%,58%,68%,9%,31%,1.30%,14.60%,82.30%,0%,93%,3%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,VERY WEAK,NOT ENOUGH DATA,5,40,1,2,115.9,81.10%,1.7,87.90%,,No
610347,Claremont Academy Elementary School,2300 W 64th St,Chicago,IL,60636,(773) 535-8110,Network 10,30%,30%,71%,80%,26%,36%,3.60%,17.80%,98.70%,0%,94%,5%,LEVEL 2,ON PROBATION,WELL-ORGANIZED,NEUTRAL,STRONG,WEAK,VERY STRONG,96,99,10,17,62.6,85.30%,1.7,91%,,Yes
610350,Robert A Black Magnet Elementary School,9101 S Euclid Ave,Chicago,IL,60619,(773) 535-6390,Network 12,59%,37%,66%,61%,61%,63%,0.00%,6.10%,83.10%,0%,96%,1%,LEVEL 1,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,79,38,69,37,5.8,62.80%,2,95.60%,,No
610352,Durkin Park Elementary School,8445 S Kolin Ave,Chicago,IL,60652,(773) 535-2322,Network 10,42%,32%,55%,52%,36%,63%,35.80%,11.50%,90.50%,6%,13%,79%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,STRONG,WEAK,43,3,41,24,1.3,,,94.60%,,Yes
610353,Calmeca Academy of Fine Arts and Dual Language,3456 W 38th St,Chicago,IL,60632,(773) 535-7000,Network 8,40%,36%,67%,73%,35%,43%,52.40%,10.90%,96.90%,1%,1%,90%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,STRONG,89,95,28,30,1.4,40%,1.3,95.30%,,No
610354,North River Elementary School,4416 N Troy St,Chicago,IL,60625,(773) 534-0590,Network 1,55%,46%,63%,57%,40%,42%,53.60%,16.10%,93.30%,2%,2%,91%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,WEAK,84,37,50,53,6.6,61%,2,96.60%,,No
610355,Mary E Courtenay Elementary Language Arts Center,4420 N Beacon St,Chicago,IL,60640,(773) 534-5790,Network 2,66%,67%,77%,86%,70%,52%,22.00%,30.70%,82.90%,11%,40%,39%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,VERY STRONG,WEAK,99,99,84,80,0.7,,,95.10%,,No
610362,Medgar Evers Elementary School,9811 S Lowe Ave,Chicago,IL,60628,(773) 535-2565,Network 11,38%,27%,62%,57%,49%,44%,0.00%,14.70%,55.20%,0%,100%,0%,LEVEL 3,ON PROBATION,WELL-ORGANIZED,VERY STRONG,STRONG,STRONG,NEUTRAL,58,23,30,15,12.6,72.30%,1.6,95.30%,,No
610363,Walt Disney Magnet Elementary School,4140 N Marine Dr,Chicago,IL,60613,(773) 534-5840,Network 2,70%,72%,68%,83%,75%,69%,10.00%,7.70%,63.60%,23%,38%,23%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,STRONG,NOT ENOUGH DATA,99,99,91,94,4.5,73.50%,1.4,96.10%,,No
610364,William E B Dubois Elementary School,330 E 133rd St,Chicago,IL,60827,(773) 535-5582,Network 13,25%,28%,65%,63%,32%,25%,1.00%,12.70%,99.50%,1%,93%,4%,LEVEL 1,ON PROBATION,MODERATELY ORGANIZED,WEAK,STRONG,NEUTRAL,NEUTRAL,14,32,5,8,12.7,62.90%,2.2,94.40%,,No
610366,Charles H Wacker Elementary School,9746 S Morgan St,Chicago,IL,60643,(773) 535-2821,Network 11,44%,38%,52%,70%,52%,26%,0.40%,13.10%,90.20%,0%,100%,0%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,NEUTRAL,16,76,28,25,17.2,89.10%,1.8,93.20%,,No
610367,Oscar DePriest Elementary School,139 S Parkside Ave,Chicago,IL,60644,(773) 534-6800,Network 3,26%,27%,68%,73%,33%,41%,0.70%,16.30%,95.60%,0%,97%,2%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,VERY STRONG,50,84,7,13,6.6,50.70%,2,94.50%,,No
610368,Langston Hughes Elementary School,240 W 104th St,Chicago,IL,60628,(773) 535-5075,Network 13,24%,17%,62%,62%,33%,19%,0.00%,18.60%,97.00%,0%,99%,1%,LEVEL 3,ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,NEUTRAL,WEAK,VERY STRONG,53,22,4,3,7.7,47.80%,2.3,90.50%,,No
610369,Mahalia Jackson Elementary School,917 W 88th St,Chicago,IL,60620,(773) 535-3341,Network 11,23%,12%,49%,48%,28%,24%,0.00%,18.30%,97.10%,0%,99%,1%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,VERY STRONG,1,0,1,1,49.1,41.90%,2.4,90.80%,,No
610396,Tarkington School of Excellence ES,3330 W 71st St,Chicago,IL,60629,(773) 535-4700,AUSL,35%,43%,66%,73%,40%,34%,34.10%,8.50%,96.80%,0%,20%,78%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,NEUTRAL,NOT ENOUGH DATA,56,88,21,37,7.4,92.90%,1.7,95.60%,,No
610405,Suder Montessori Magnet ES,2022 W Washington Blvd,Chicago,IL,60612,(773) 534-7685,Network 6,58%,48%,53%,56%,74%,60%,6.00%,8.90%,51.60%,17%,61%,13%,LEVEL 2,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,WEAK,STRONG,NOT ENOUGH DATA,35,20,71,51,3.1,60%,2.4,96.10%,,No
610503,Frazier Prospective IB Magnet ES,4027 W Grenshaw St,Chicago,IL,60624,(773) 534-6880,Network 5,57%,60%,66%,69%,72%,86%,0.00%,10.20%,90.90%,0%,98%,1%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,WEAK,VERY WEAK,NEUTRAL,NEUTRAL,93,96,72,79,33,30.10%,1.5,96.20%,,No
610504,Velma F Thomas Early Childhood Center,3625 S Hoyne Ave,Chicago,IL,60609,(773) 535-4088,Network 8,-,-,-,-,-,-,23.90%,25.60%,92.00%,6%,3%,85%,,,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,NOT ENOUGH DATA,STRONG,,,,,,,,,,No
610515,Disney II Magnet School,3815 N Kedvale Ave,Chicago,IL,60641,(773) 534-3750,Network 1,78%,79%,58%,63%,83%,83%,1.70%,8.50%,28.30%,45%,8%,36%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,94,59,98,96,,,,97.10%,,No
610520,LaSalle II Magnet Elementary School,1148 N Honore St,Chicago,IL,60622,(773) 534-0490,Network 6,65%,61%,64%,73%,80%,62%,9.50%,14.60%,52.50%,27%,21%,45%,LEVEL 1,NOT ON PROBATION,ORGANIZED,STRONG,STRONG,STRONG,NEUTRAL,91,97,86,78,6.7,56%,2.2,94.90%,,No
610521,Sir Miles Davis Magnet Elementary Academy,6730 S Paulina St,Chicago,IL,60636,(773) 535-9120,Network 11,31%,39%,73%,78%,34%,26%,0.30%,9.80%,96.10%,0%,98%,1%,LEVEL 2,NOT ON PROBATION,WELL-ORGANIZED,STRONG,STRONG,NEUTRAL,VERY STRONG,99,99,16,36,43.7,78.30%,1.9,91.80%,,No
610523,Edison Park Elementary School,6220 N Olcott Ave,Chicago,IL,60631,(773) 534-0960,Network 1,74%,70%,59%,72%,80%,73%,6.00%,12.30%,11.70%,72%,1%,21%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,VERY STRONG,VERY WEAK,76,91,92,87,1.6,70%,1.6,95.30%,,No
610530,South Shore Fine Arts Academy,1415 E 70th St,Chicago,IL,60637,(773) 535-8340,Network 12,40%,30%,70%,66%,51%,40%,0.40%,17.70%,88.50%,0%,97%,1%,LEVEL 3,ON PROBATION,NOT YET ORGANIZED,WEAK,WEAK,NOT ENOUGH DATA,NEUTRAL,70,79,34,30,19.3,54.90%,1.2,92.70%,,No
610532,Irene C. Hernandez Middle School for the Advancem,3510 W 55th St,Chicago,IL,60632,(773) 535-8850,Network 8,40%,45%,76%,74%,-,-,19.10%,8.50%,98.40%,1%,2%,96%,LEVEL 1,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,98,96,32,41,10.1,17.30%,1.9,95.90%,,Yes
610533,Dr Jorge Prieto Math and Science,2231 N Central Ave,Chicago,IL,60639,(773) 534-0210,Network 3,29%,36%,51%,60%,28%,43%,34.00%,15.90%,96.20%,2%,3%,95%,LEVEL 3,ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,NOT ENOUGH DATA,1,49,9,24,5.2,82.80%,3.2,93.40%,,No
610534,Skinner North Classical School,640 W Scott St,Chicago,IL,60610,(773) 534-8500,Network 4,99%,100%,65%,81%,100%,100%,0.80%,4.10%,20.10%,41%,15%,11%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,VERY STRONG,VERY STRONG,NOT ENOUGH DATA,STRONG,99,99,99,99,4,29.30%,1.3,96.40%,,No
610539,Marvin Camras Elementary School,3000 N Mango Ave,Chicago,IL,60634,(773) 534-2960 ,Network 3,36%,38%,55%,57%,42%,39%,35.80%,11.20%,90.30%,6%,1%,91%,LEVEL 2,NOT ON PROBATION,ORGANIZED,NEUTRAL,STRONG,NEUTRAL,NEUTRAL,9,22,22,33,1.3,81.30%,3,94.20%,,No
610541,Federico Garcia Lorca Elementary School,3231 N Springfield Ave,Chicago,IL,60618,(773) 534-0950,Network 4,38%,38%,66%,68%,28%,49%,44.10%,12.80%,97.00%,4%,1%,89%,LEVEL 2,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,STRONG,77,82,22,30,1.9,16.80%,1.1,95.30%,,No
610542,West Ridge Elementary School,6700 N Whipple St,Chicago,IL,60645,(773) 534-8250,Network 2,53%,55%,68%,79%,51%,59%,42.40%,9.20%,90.40%,30%,7%,25%,LEVEL 1,NOT ON PROBATION,MODERATELY ORGANIZED,NEUTRAL,NEUTRAL,NEUTRAL,VERY STRONG,94,99,61,70,2.4,68%,2.5,94.60%,,No
610544,Mariano Azuela Elementary School,4707 W Marquette Rd,Chicago,IL,60629,(773) 535-7395,Network 10,45%,42%,66%,68%,51%,56%,27.90%,7.40%,90.50%,3%,1%,94%,LEVEL 1,NOT ON PROBATION,WELL-ORGANIZED,STRONG,NEUTRAL,NEUTRAL,STRONG,89,77,40,41,2.4,34.40%,2.8,95.50%,,No
610548,STEM Magnet Academy,1522 W Fillmore St,Chicago,IL,60607,(773) 534-7300 ,Network 6,80%,80%,76%,95%,84%,-,12.90%,5.10%,49.70%,18%,33%,27%,NOT ENOUGH DATA,NOT ON PROBATION,MODERATELY ORGANIZED,WEAK,STRONG,NOT ENOUGH DATA,STRONG,99,99,99,97,2.1,60%,2.2,96.70%,,No
610559,James Shields Middle School,2611 W 48th St,Chicago,IL,60632,(773) 535-7115 ,Network 8,35%,32%,57%,58%,-,44%,18.30%,15.80%,98.50%,1%,1%,97%,NOT ENOUGH DATA,NOT ON PROBATION,PARTIALLY ORGANIZED,NEUTRAL,WEAK,NEUTRAL,STRONG,33,40,21,24,10.2,47.60%,3.4,95.60%,,No
